Domain	Status	Genome Name	GOLD Project ID	GOLD Analysis Project ID	Submission ID	Ecosystem Category
*Microbiome	Permanent Draft	Gut Microbiota of 1 Month Old Human Infant (Metafolded sample)	Gp0051000	Ga0010610	846	Human
Bacteria	Permanent Draft	Haematomicrobium sanguinis DSM 21259	Gp0013408	Ga0001363	29030	Human
Bacteria	Finished	Haematospirillum jordaniae H5569	Gp0203622	Ga0176000	117827	Human
Bacteria	Permanent Draft	Haemophilus aegyptius ATCC 11116	Gp0005402	Ga0028948		Human
Bacteria	Finished	Haemophilus ducreyi 35000HP	Gp0000633	Ga0028949		Human
Bacteria	Permanent Draft	"Haemophilus haemolyticus AQ/3273, ATCC 33390"	Gp0010246	Ga0014788	17799	Human
Bacteria	Permanent Draft	Haemophilus haemolyticus M21639	Gp0012010	Ga0015258	18261	Human
Bacteria	Permanent Draft	Haemophilus influenzae 6P18H1	Gp0003317	Ga0028953		Human
Bacteria	Finished	Haemophilus influenzae F3031	Gp0004491	Ga0028956		Human
Bacteria	Finished	Haemophilus influenzae F3047	Gp0004492	Ga0028957		Human
Bacteria	Permanent Draft	Haemophilus influenzae HK1212	Gp0001343	Ga0013994	16995	Human
Bacteria	Finished	Haemophilus influenzae NML-Hia-1	Gp0203874	Ga0175730	118470	Human
Bacteria	Permanent Draft	Haemophilus influenzae NT127	Gp0005126	Ga0028958		Human
Bacteria	Permanent Draft	"Haemophilus influenzae NTHi 22.1-21, ST176"	Gp0001496	Ga0028951		Human
Bacteria	Permanent Draft	"Haemophilus influenzae NTHi 22.4-21, ST165"	Gp0001505	Ga0024027	35376	Human
Bacteria	Permanent Draft	Haemophilus influenzae NTHi 3655	Gp0001503	Ga0028952		Human
Bacteria	Permanent Draft	Haemophilus influenzae NTHi 7P49H1	Gp0003497	Ga0028954		Human
Bacteria	Finished	Haemophilus influenzae NTHi 86-028NP	Gp0000480	Ga0028955		Human
Bacteria	Permanent Draft	Haemophilus influenzae NTHi PittAA	Gp0001497	Ga0028959		Human
Bacteria	Finished	Haemophilus influenzae NTHi PittEE	Gp0000129	Ga0028960		Human
Bacteria	Finished	Haemophilus influenzae NTHi PittGG	Gp0000128	Ga0028961		Human
Bacteria	Permanent Draft	Haemophilus influenzae NTHi PittHH	Gp0001506	Ga0028962		Human
Bacteria	Permanent Draft	Haemophilus influenzae NTHi PittII	Gp0001507	Ga0028963		Human
Bacteria	Permanent Draft	Haemophilus influenzae NTHi R3021	Gp0001508	Ga0028966		Human
Bacteria	Finished	Haemophilus influenzae R2846	Gp0001512	Ga0028964		Human
Bacteria	Finished	Haemophilus influenzae R2866	Gp0001513	Ga0028965		Human
Bacteria	Finished	Haemophilus influenzae Rd (KW20)	Gp0000793	Ga0028967		Human
Bacteria	Finished	Haemophilus influenzae sv. B 10810	Gp0001514	Ga0028950		Human
Bacteria	Permanent Draft	"Haemophilus parahaemolyticus HK385, NCTC 8479"	Gp0010351	Ga0016271	19276	Human
Bacteria	Permanent Draft	Haemophilus parainfluenzae ATCC 33392	Gp0006386	Ga0028969		Human
Bacteria	Permanent Draft	Haemophilus parainfluenzae CCUG 13788	Gp0011280	Ga0009663	8798	Human
Bacteria	Permanent Draft	Haemophilus parainfluenzae HK2019	Gp0010594	Ga0015251	18254	Human
Bacteria	Permanent Draft	Haemophilus parainfluenzae HK262	Gp0010593	Ga0015254	18257	Human
Bacteria	Permanent Draft	Haemophilus parainfluenzae HK409	Gp0009710	Ga0057660	55571	Human
Bacteria	Permanent Draft	"Haemophilus paraphrohaemolyticus HK411, NCTC 10670"	Gp0010247	Ga0014789	17800	Human
Bacteria	Permanent Draft	Haemophilus pittmaniae HK 85	Gp0009740	Ga0009499	7610	Human
Bacteria	Permanent Draft	Haemophilus sp. oral taxon 851 F0397	Gp0005424	Ga0009615	8749	Human
Bacteria	Permanent Draft	Haemophilus sputorum sp.nov. HK2154	Gp0010960	Ga0014860	17875	Human
Bacteria	Permanent Draft	Hafnia alvei ATCC 51873	Gp0004532	Ga0009729	8874	Human
Bacteria	Finished	Hafnia alvei FDAARGOS_158	Gp0205755	Ga0175524	118593	Human
Bacteria	Permanent Draft	"Hafnia alvei Stuart 32011, ATCC 13337"	Gp0009484	Ga0058071	46926	Human
Bacteria	Permanent Draft	Hallella seregens ATCC 51272	Gp0032301	Ga0002659	21601	Human
Bacteria	Permanent Draft	Halomonas stevensii S18214	Gp0023160	Ga0020815	24746	Human
Archaea	Permanent Draft	Halorubrum lipolyticum DSM 21995	Gp0007080	Ga0015564	18569	Human
Viruses	Permanent Draft	Heartland virus Patient1	Gp0174003	Ga0152130	102984	Human
Bacteria	Permanent Draft	Helcococcus kunzii ATCC 51366	Gp0008133	Ga0009709	8854	Human
Bacteria	Permanent Draft	Helcococcus sueciensis DSM 17243	Gp0013706	Ga0002337	14689	Human
Bacteria	Permanent Draft	Helicobacter bilis ATCC 43879	Gp0003608	Ga0024108	35458	Human
Bacteria	Finished	Helicobacter bizzozeronii CIII-1	Gp0011635	Ga0028997		Human
Bacteria	Permanent Draft	"Helicobacter canadensis MIT 98-5491, ATCC 700968"	Gp0005045	Ga0028999		Human
Bacteria	Permanent Draft	"Helicobacter canadensis MIT 98-5491, ATCC 700968"	Gp0003605	Ga0028998		Human
Bacteria	Finished	Helicobacter cinaedi PAGU611	Gp0020864	Ga0023928	35218	Human
Bacteria	Permanent Draft	Helicobacter pullorum MIT 98-5489	Gp0003607	Ga0029004		Human
Bacteria	Finished	Helicobacter pylori 2017	Gp0010277	Ga0029006		Human
Bacteria	Finished	Helicobacter pylori 2018	Gp0010388	Ga0029007		Human
Bacteria	Finished	Helicobacter pylori 26695	Gp0035228	Ga0012684	13476	Human
Bacteria	Finished	Helicobacter pylori 26695	Gp0000786	Ga0029008		Human
Bacteria	Finished	Helicobacter pylori 35A	Gp0005018	Ga0009437	7448	Human
Bacteria	Finished	Helicobacter pylori 51	Gp0006400	Ga0029009		Human
Bacteria	Finished	Helicobacter pylori 52	Gp0006401	Ga0029005		Human
Bacteria	Finished	Helicobacter pylori 908	Gp0008408	Ga0029011		Human
Bacteria	Permanent Draft	Helicobacter pylori A45	Gp0033290	Ga0015244	18247	Human
Bacteria	Finished	Helicobacter pylori ausabrJ05	Gp0203618	Ga0174955	117765	Human
Bacteria	Finished	Helicobacter pylori B8	Gp0006885	Ga0029015		Human
Bacteria	Finished	Helicobacter pylori CC33C	Gp0203615	Ga0175464	118212	Human
Bacteria	Permanent Draft	Helicobacter pylori CPY1662	Gp0010993	Ga0015372	18376	Human
Bacteria	Finished	Helicobacter pylori Cuz20	Gp0007410	Ga0029016		Human
Bacteria	Finished	Helicobacter pylori DU15	Gp0203614	Ga0175632	117892	Human
Bacteria	Finished	Helicobacter pylori ELS37	Gp0011153	Ga0009553	7932	Human
Bacteria	Finished	Helicobacter pylori F16	Gp0009868	Ga0029017		Human
Bacteria	Finished	Helicobacter pylori F30	Gp0009867	Ga0029018		Human
Bacteria	Finished	Helicobacter pylori F32	Gp0009866	Ga0029019		Human
Bacteria	Finished	Helicobacter pylori F57	Gp0009865	Ga0029020		Human
Bacteria	Permanent Draft	Helicobacter pylori FD430	Gp0133123	Ga0112654	86897	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM100Ai	Gp0018410	Ga0015554	18559	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM101Biv	Gp0018411	Ga0014002	17003	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM103Bi	Gp0018412	Ga0014001	17002	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM105Ai	Gp0018413	Ga0014000	17001	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM112Ai	Gp0018414	Ga0013999	17000	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM114Ai	Gp0018415	Ga0013998	16999	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM115Ai	Gp0018449	Ga0013997	16998	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM117Ai	Gp0018450	Ga0017141	20654	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM118Bi	Gp0018451	Ga0013996	16997	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM119Bi	Gp0018452	Ga0014004	17005	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM120Ai	Gp0018453	Ga0014003	17004	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM121Aii	Gp0018454	Ga0015421	18425	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM201Ai	Gp0018455	Ga0015422	18426	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM210Bi	Gp0018456	Ga0015423	18427	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM231Ai	Gp0018457	Ga0015424	18428	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM239Bi	Gp0018458	Ga0015417	18421	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM244Ai	Gp0018459	Ga0015418	18422	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM245Ai	Gp0018460	Ga0015419	18423	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM246Ai	Gp0018461	Ga0015420	18424	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM249T	Gp0017958	Ga0015425	18429	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM250AFi	Gp0017959	Ga0015426	18430	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM250T	Gp0017960	Ga0014298	17303	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM252Bi	Gp0017961	Ga0014297	17302	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM252T	Gp0017962	Ga0014300	17305	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM254Ai	Gp0017963	Ga0014299	17304	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM260ASi	Gp0017964	Ga0014294	17299	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM260Bi	Gp0017965	Ga0014293	17298	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM260BSi	Gp0017966	Ga0014296	17301	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM263BFi	Gp0017967	Ga0014295	17300	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM264Ai	Gp0017968	Ga0014302	17307	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM265BSii	Gp0017969	Ga0014301	17306	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM268Bii	Gp0017970	Ga0015719	18725	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM270ASi	Gp0018005	Ga0015720	18726	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM42Ai	Gp0018448	Ga0015717	18723	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM71Ai	Gp0018286	Ga0015718	18724	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM80Ai	Gp0018006	Ga0015723	18729	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM83Bi	Gp0018007	Ga0015724	18730	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM83T	Gp0018008	Ga0015721	18727	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM93Bi	Gp0018009	Ga0015722	18728	Human
Bacteria	Permanent Draft	Helicobacter pylori GAM96Ai	Gp0018010	Ga0015725	18731	Human
Bacteria	Finished	Helicobacter pylori Gambia94/24	Gp0008565	Ga0029022		Human
Bacteria	Permanent Draft	Helicobacter pylori GAMchJs106B	Gp0018011	Ga0015726	18732	Human
Bacteria	Permanent Draft	Helicobacter pylori GAMchJs114i	Gp0018012	Ga0014198	17203	Human
Bacteria	Permanent Draft	Helicobacter pylori GAMchJs117Ai	Gp0018013	Ga0014197	17202	Human
Bacteria	Permanent Draft	Helicobacter pylori GAMchJs124i	Gp0018014	Ga0014196	17201	Human
Bacteria	Permanent Draft	Helicobacter pylori GAMchJs136i	Gp0018016	Ga0014202	17207	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp A-11	Gp0010811	Ga0015495	18500	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp A-14	Gp0011034	Ga0016544	19549	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp A-16	Gp0011035	Ga0016086	19086	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp A-17	Gp0010812	Ga0015498	18503	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp A-20	Gp0010813	Ga0015497	18502	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp A-26	Gp0011036	Ga0015991	18991	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp A-27	Gp0010816	Ga0015990	18990	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp A-4	Gp0010799	Ga0013136	15096	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp A-5	Gp0010809	Ga0013135	15095	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp A-6	Gp0011032	Ga0016092	19092	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp A-8	Gp0011033	Ga0016091	19091	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp A-9	Gp0010810	Ga0013137	15097	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-1	Gp0011053	Ga0016403	19408	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-10	Gp0011058	Ga0016409	19414	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-11	Gp0011059	Ga0015001	18017	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-16	Gp0010814	Ga0016267	19272	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-18	Gp0011060	Ga0016412	19417	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-19	Gp0011061	Ga0014640	17648	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-21	Gp0011062	Ga0014641	17649	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-23	Gp0011063	Ga0014924	17939	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-24	Gp0010815	Ga0014163	17165	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-24b	Gp0010841	Ga0015028	18044	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-24c	Gp0010662	Ga0015029	18045	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-27	Gp0011001	Ga0014160	17162	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-28	Gp0011002	Ga0014161	17163	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-29	Gp0011003	Ga0016264	19269	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-3	Gp0011054	Ga0016404	19409	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-30	Gp0011024	Ga0014159	17161	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-34	Gp0011064	Ga0014925	17940	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-36	Gp0011025	Ga0014157	17159	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-4	Gp0011055	Ga0016405	19410	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-41	Gp0011027	Ga0014155	17157	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-42	Gp0011028	Ga0016262	19267	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-43	Gp0011029	Ga0013171	15131	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-44	Gp0010749	Ga0016082	19082	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-45	Gp0011030	Ga0016081	19081	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-5b	Gp0010839	Ga0015030	18046	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-6	Gp0011056	Ga0016407	19412	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp H-9	Gp0011057	Ga0016408	19413	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-1	Gp0010657	Ga0014920	17935	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-11	Gp0010800	Ga0016352	19357	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-11b	Gp0010751	Ga0016451	19456	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-13	Gp0010819	Ga0016351	19356	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-13b	Gp0010827	Ga0016450	19455	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-15	Gp0010820	Ga0016350	19355	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-15b	Gp0010828	Ga0013077	15037	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-16	Gp0010821	Ga0016349	19354	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-1b	Gp0010665	Ga0016445	19450	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-2	Gp0010658	Ga0015406	18410	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-23	Gp0010823	Ga0016348	19353	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-25	Gp0010824	Ga0016347	19352	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-25c	Gp0010831	Ga0013078	15038	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-25d	Gp0010846	Ga0013079	15039	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-26	Gp0010825	Ga0016346	19351	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-28b	Gp0010866	Ga0013080	15040	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-2b	Gp0010666	Ga0015705	18711	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-3	Gp0010659	Ga0014922	17937	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-30	Gp0010834	Ga0016353	19358	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-3b	Gp0010842	Ga0016446	19451	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-4	Gp0010660	Ga0014923	17938	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-41	Gp0010835	Ga0015032	18048	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-4c	Gp0010844	Ga0016448	19453	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-4d	Gp0010845	Ga0016447	19452	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-62	Gp0010836	Ga0015033	18049	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-74	Gp0010838	Ga0015031	18047	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-8	Gp0010817	Ga0014926	17941	Human
Bacteria	Permanent Draft	Helicobacter pylori Hp P-8b	Gp0010750	Ga0016449	19454	Human
Bacteria	Permanent Draft	Helicobacter pylori HP116Bi	Gp0018017	Ga0014201	17206	Human
Bacteria	Permanent Draft	Helicobacter pylori HP250AFii	Gp0018157	Ga0014200	17205	Human
Bacteria	Permanent Draft	Helicobacter pylori HP250AFiii	Gp0018237	Ga0014199	17204	Human
Bacteria	Permanent Draft	Helicobacter pylori HP250AFiV	Gp0018238	Ga0014195	17200	Human
Bacteria	Permanent Draft	Helicobacter pylori HP250ASi	Gp0018239	Ga0014194	17199	Human
Bacteria	Permanent Draft	Helicobacter pylori HP250ASii	Gp0018240	Ga0015628	18633	Human
Bacteria	Permanent Draft	Helicobacter pylori HP250BFi	Gp0018241	Ga0015629	18634	Human
Bacteria	Permanent Draft	Helicobacter pylori HP250BFii	Gp0018242	Ga0015630	18635	Human
Bacteria	Permanent Draft	Helicobacter pylori HP250BFiii	Gp0018243	Ga0015631	18636	Human
Bacteria	Permanent Draft	Helicobacter pylori HP250BFiV	Gp0018244	Ga0015632	18637	Human
Bacteria	Permanent Draft	Helicobacter pylori HP250BSi	Gp0018245	Ga0015633	18638	Human
Bacteria	Permanent Draft	Helicobacter pylori HP260AFi	Gp0018246	Ga0015634	18639	Human
Bacteria	Permanent Draft	Helicobacter pylori HP260AFii	Gp0018247	Ga0015635	18640	Human
Bacteria	Permanent Draft	Helicobacter pylori HP260ASii	Gp0018248	Ga0015626	18631	Human
Bacteria	Permanent Draft	Helicobacter pylori HP260BFii	Gp0018249	Ga0015627	18632	Human
Bacteria	Permanent Draft	Helicobacter pylori HP260Bi	Gp0018250	Ga0015444	18448	Human
Bacteria	Permanent Draft	Helicobacter pylori HP2RS	Gp0016233	Ga0014995	18011	Human
Bacteria	Finished	Helicobacter pylori HPAG1	Gp0000341	Ga0029023		Human
Bacteria	Permanent Draft	Helicobacter pylori HPARG63	Gp0044105	Ga0039715	55890	Human
Bacteria	Permanent Draft	Helicobacter pylori HPARG8G	Gp0044106	Ga0039289	55891	Human
Bacteria	Permanent Draft	Helicobacter pylori HPKX_438_AG0C1	Gp0003473	Ga0029024		Human
Bacteria	Permanent Draft	Helicobacter pylori HPKX_438_CA4C1	Gp0003471	Ga0029025		Human
Bacteria	Finished	Helicobacter pylori India7	Gp0008796	Ga0029026		Human
Bacteria	Finished	Helicobacter pylori J99	Gp0145059	Ga0123595	87678	Human
Bacteria	Finished	Helicobacter pylori J99	Gp0000769	Ga0029027		Human
Bacteria	Finished	Helicobacter pylori K26A1	Gp0203619	Ga0175129	118627	Human
Bacteria	Finished	Helicobacter pylori L7	Gp0203617	Ga0175631	117890	Human
Bacteria	Permanent Draft	Helicobacter pylori NAB47	Gp0019759	Ga0020374	24374	Human
Bacteria	Permanent Draft	Helicobacter pylori NAD1	Gp0019760	Ga0020375	24375	Human
Bacteria	Permanent Draft	Helicobacter pylori NQ4200	Gp0010807	Ga0014070	17071	Human
Bacteria	Finished	Helicobacter pylori P12	Gp0004137	Ga0029029		Human
Bacteria	Finished	Helicobacter pylori PeCan4	Gp0008761	Ga0029030		Human
Bacteria	Finished	Helicobacter pylori PNG84A	Gp0203616	Ga0175465	118213	Human
Bacteria	Finished	Helicobacter pylori Puno120	Gp0011154	Ga0009476	7497	Human
Bacteria	Finished	Helicobacter pylori Puno135	Gp0011789	Ga0009420	7426	Human
Bacteria	Permanent Draft	Helicobacter pylori PZ5080	Gp0048358	Ga0041194	37501	Human
Bacteria	Permanent Draft	Helicobacter pylori PZ5086	Gp0048357	Ga0049451	41351	Human
Bacteria	Finished	Helicobacter pylori Sat464	Gp0007237	Ga0029032		Human
Bacteria	Finished	Helicobacter pylori Shi112	Gp0019763	Ga0009583	8652	Human
Bacteria	Finished	Helicobacter pylori Shi169	Gp0019764	Ga0009586	8657	Human
Bacteria	Finished	Helicobacter pylori Shi417	Gp0019762	Ga0009594	8670	Human
Bacteria	Finished	Helicobacter pylori Shi470	Gp0003764	Ga0029033		Human
Bacteria	Finished	Helicobacter pylori SJM180	Gp0008735	Ga0029031		Human
Bacteria	Finished	Helicobacter pylori SNT49	Gp0012268	Ga0009413	7418	Human
Bacteria	Finished	Helicobacter pylori UM032	Gp0042376	Ga0021792	25977	Human
Bacteria	Permanent Draft	Helicobacter pylori UM037	Gp0048789	Ga0041195	37472	Human
Bacteria	Finished	Helicobacter pylori UM037	Gp0042377	Ga0018133	22037	Human
Bacteria	Permanent Draft	Helicobacter pylori UM038	Gp0045194	Ga0041196	37449	Human
Bacteria	Permanent Draft	Helicobacter pylori UM066	Gp0048788	Ga0041197	37470	Human
Bacteria	Finished	Helicobacter pylori UM066	Gp0042378	Ga0018132	22036	Human
Bacteria	Permanent Draft	Helicobacter pylori UM114	Gp0044684	Ga0041200	37737	Human
Bacteria	Finished	Helicobacter pylori v225	Gp0004931	Ga0029035		Human
Bacteria	Permanent Draft	Helicobacter pylori wls-5-12	Gp0044685	Ga0021677	25589	Human
Bacteria	Finished	Helicobacter pylori XZ274	Gp0016235	Ga0011876	11749	Human
Bacteria	Permanent Draft	Helicobacter winghamensis ATCC BAA-430	Gp0003609	Ga0029038		Human
Bacteria	Finished	Herbaspirillum seropedicae AU14040	Gp0203537	Ga0175679	118015	Human
Bacteria	Permanent Draft	Holdemanella biformis DSM 3989	Gp0003536	Ga0028793		Human
Bacteria	Permanent Draft	"Holdemania filiformis VPI J1-31B-1, DSM 12042"	Gp0003610	Ga0029047		Human
Bacteria	Permanent Draft	Holdemania massiliensis AP2	Gp0024108	Ga0021039	24970	Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 158337416"	Gp0053302	Ga0027450		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 158398106"	Gp0052973	Ga0027451		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 158458797"	Gp0052932	Ga0027452		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 158479027"	Gp0052494	Ga0027453		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 158742018"	Gp0053100	Ga0027454		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 158984779"	Gp0052721	Ga0027455		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 159207311"	Gp0053303	Ga0027458		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 159490532"	Gp0052791	Ga0027482		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 159551223"	Gp0052922	Ga0027483		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 159571453"	Gp0052978	Ga0027456		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 159591683"	Gp0053018	Ga0027457		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 159672603"	Gp0052670	Ga0027477		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 159753524"	Gp0053218	Ga0027479		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 159753524 replicate 1"	Gp0053151	Ga0027478		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 159814214"	Gp0052684	Ga0027484		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 159915365"	Gp0052906	Ga0027480		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 160178356"	Gp0052802	Ga0099367	73073	Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 160178356"	Gp0052802	Ga0027489		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 160218816"	Gp0052551	Ga0027490		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 160319967"	Gp0053290	Ga0027485		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 160380657"	Gp0053146	Ga0027488		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 160400887"	Gp0052929	Ga0027511		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 160421117"	Gp0052637	Ga0027481		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 160582958"	Gp0053138	Ga0027486		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 160603188"	Gp0053083	Ga0027487		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 160643649"	Gp0052961	Ga0027510		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 160704339"	Gp0053039	Ga0027512		Human
*Microbiome	Permanent Draft	"Human anterior nares microbial communities from NIH, USA - visit 1, subject 160765029"	Gp0052677	Ga0027513		Human
