Domain	Status	Genome Name	GOLD Project ID	GOLD Analysis Project ID	Submission ID	Habitat
Bacteria	Permanent Draft	Escherichia coli DEC4C	Gp0008030	Ga0015389	18393	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC4D	Gp0008031	Ga0015384	18388	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC4E	Gp0008032	Ga0015383	18387	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC4F	Gp0008173	Ga0015386	18390	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC5A	Gp0008033	Ga0015385	18389	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC5B	Gp0008174	Ga0013109	15069	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC5C	Gp0008175	Ga0015382	18386	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC5D	Gp0008034	Ga0013945	16946	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC5E	Gp0008035	Ga0013946	16947	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC6A	Gp0008036	Ga0013947	16948	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC6B	Gp0008037	Ga0013948	16949	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC6C	Gp0008176	Ga0013949	16950	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC6D	Gp0008177	Ga0013950	16951	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC6E	Gp0008038	Ga0013951	16952	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC7A	Gp0008178	Ga0013952	16953	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC7B	Gp0008179	Ga0013953	16954	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC7C	Gp0008180	Ga0013954	16955	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC7D	Gp0008181	Ga0015284	18287	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC7E	Gp0008182	Ga0015283	18286	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC8A	Gp0007980	Ga0015282	18285	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC8B	Gp0008039	Ga0015281	18284	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC8C	Gp0008040	Ga0013186	15151	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC8D	Gp0008041	Ga0013185	15150	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC8E	Gp0007917	Ga0015285	18288	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC9A	Gp0007918	Ga0013184	15149	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC9B	Gp0007919	Ga0013187	15152	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC9C	Gp0007981	Ga0015286	18289	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC9D	Gp0007982	Ga0013163	15123	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli DEC9E	Gp0007983	Ga0013097	15057	Human intestinal microflora
Bacteria	Finished	Escherichia coli DH1 (ME8569)	Gp0008454	Ga0028712		Human intestinal microflora
Bacteria	Finished	Escherichia coli DH10B	Gp0001421	Ga0028788		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli E101	Gp0006855	Ga0013924	16925	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli E1167	Gp0006854	Ga0015611	18616	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli E128010	Gp0005751	Ga0016300	19305	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli E1520	Gp0006871	Ga0014178	17183	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli E22 (EPEC)	Gp0001409	Ga0028714		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli E482	Gp0006866	Ga0014179	17184	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli EC4009	Gp0006693	Ga0019718	23807	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli EC4084	Gp0006413	Ga0019716	23805	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli EC4100B	Gp0009722	Ga0013166	15126	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli EC4127	Gp0006498	Ga0019715	23804	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli EC4191	Gp0006412	Ga0019714	23803	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli EC4192	Gp0006458	Ga0019717	23806	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli EC4205	Gp0006748	Ga0019713	23802	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli EC536	Gp0006497	Ga0019712	23801	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli ECA-0157	Gp0007671	Ga0023175	30333	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli ECA-727	Gp0007670	Ga0023174	30332	Human intestinal microflora
Bacteria	Finished	Escherichia coli ECC-1470	Gp0117751	Ga0078002	73804	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli ECC-1470	Gp0007669	Ga0023173	30331	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli ECC-Z	Gp0007668	Ga0023172	30330	Human intestinal microflora
Bacteria	Finished	Escherichia coli ETEC H10407	Gp0001424	Ga0046384	54420	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli FVEC1302	Gp0006843	Ga0028718		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli FVEC1412	Gp0004611	Ga0028719		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli G58-1	Gp0007619	Ga0015529	18534	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli H120	Gp0007176	Ga0015785	18792	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli H252	Gp0007180	Ga0016287	19292	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli H263	Gp0007099	Ga0014870	17885	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli H299	Gp0007182	Ga0028720		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli H397	Gp0007197	Ga0014872	17887	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli H489	Gp0007203	Ga0016400	19405	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli H494	Gp0007204	Ga0016401	19406	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli H591	Gp0007102	Ga0028721		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli H730	Gp0007147	Ga0015361	18365	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli H736	Gp0007148	Ga0028722		Human intestinal microflora
Bacteria	Finished	Escherichia coli HB101	Gp0117752	Ga0081815	72280	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli HM605	Gp0007496	Ga0014287	17292	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli HM605 (Scaffold Annotation v1)	Gp0011312	Ga0011810	11638	Human intestinal microflora
Bacteria	Finished	Escherichia coli IAI1	Gp0004254	Ga0028724		Human intestinal microflora
Bacteria	Finished	Escherichia coli IAI39	Gp0004324	Ga0028725		Human intestinal microflora
Bacteria	Draft	Escherichia coli K-12 MG1655	Gp0109716	Ga0063390	55490	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli K-12 MG1655	Gp0085147	Ga0032374	55534	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli K-12 MG1655star	Gp0007995	Ga0019539	23624	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli K-12 subMG1655	Gp0020411	Ga0024353	35891	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli K-12 subMG1655	Gp0042069	Ga0021515	25427	Human intestinal microflora
Bacteria	Finished	"Escherichia coli K-12, MG1655"	Gp0000785	Ga0028787		Human intestinal microflora
Bacteria	Finished	"Escherichia coli K12 DH1, ATCC 33849"	Gp0005174	Ga0028711		Human intestinal microflora
Bacteria	Finished	Escherichia coli K12- W3110	Gp0000380	Ga0028786		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli KD1	Gp0007640	Ga0014465	17471	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli KD2	Gp0007488	Ga0014464	17470	Human intestinal microflora
Bacteria	Finished	Escherichia coli KO11	Gp0004880	Ga0046382	71880	Human intestinal microflora
Bacteria	Finished	Escherichia coli KO11FL	Gp0009839	Ga0009592	8666	Human intestinal microflora
Bacteria	Finished	Escherichia coli LF82	Gp0004477	Ga0028727		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli M114	Gp0007097	Ga0081836	72272	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli M605	Gp0007160	Ga0028728		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli M718	Gp0007172	Ga0028729		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli M863	Gp0007173	Ga0014790	17801	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli M919	Gp0007174	Ga0014791	17802	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli MT8	Gp0007486	Ga0014288	17293	Human intestinal microflora
Bacteria	Finished	Escherichia coli NA114	Gp0011285	Ga0028749		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli NC101	Gp0007485	Ga0028750		Human intestinal microflora
Bacteria	Finished	Escherichia coli Nissle 1917	Gp0097268	Ga0056395	45922	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli Nissle 1917	Gp0035838	Ga0015981	18981	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O101:Hhnm B41	Gp0007955	Ga0016254	19259	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O103:H2 3.2608	Gp0008254	Ga0015588	18593	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O103:H2 CVM9450	Gp0020645	Ga0015440	18444	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O103:H25 CVM9340	Gp0021837	Ga0015441	18445	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O103:H6 93.0624	Gp0008255	Ga0016499	19504	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O104:H4 GOS1	Gp0010985	Ga0024326	35858	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O104:H4 GOS2	Gp0012505	Ga0024327	35859	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O104:H4 H112180280	Gp0011159	Ga0019884	23975	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O104:H4 H112180541	Gp0012231	Ga0020029	24029	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O104:H4 LB226692	Gp0011278	Ga0015428	18432	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O104:H4 TY-2482	Gp0011277	Ga0019890	23982	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O111:H- 4.0522	Gp0008256	Ga0016500	19505	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O111:H- JB1-95	Gp0008127	Ga0016503	19508	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O111:H8 CVM9574	Gp0020108	Ga0015828	18827	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O111:H9 E110019 (EPEC)	Gp0001412	Ga0028713		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O111:NM B171 (EPEC2)	Gp0001413	Ga0028702		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O113:H12 96.154	Gp0008128	Ga0016504	19509	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O11:H- 97.0259	Gp0008125	Ga0015123	18123	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O121:H19 5.0959	Gp0008129	Ga0014981	17997	Human intestinal microflora
Bacteria	Finished	Escherichia coli O127:H6 E2348/69 (EPEC)	Gp0001423	Ga0028753		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O128:H2 9.0111	Gp0008131	Ga0014983	17999	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O139:H28 F11 (ETEC)	Gp0001410	Ga0028717		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O144 53638	Gp0001408	Ga0024011	35360	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O145:H2 4.0967	Gp0008168	Ga0014982	17998	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O147:H- 2.3916	Gp0008169	Ga0014979	17995	Human intestinal microflora
Bacteria	Finished	Escherichia coli O150:H5 SE15	Gp0001146	Ga0028775		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O153:H- 3.3884	Gp0008257	Ga0014978	17994	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H- 493-89	Gp0009842	Ga0013913	16914	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H- 493-89	Gp0023442	Ga0020809	24740	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H- H 2687	Gp0009843	Ga0013914	16915	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H12 2.4168	Gp0008293	Ga0014980	17996	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H16 3.2303	Gp0008294	Ga0014985	18001	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H39 TW07793	Gp0007954	Ga0016255	19260	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H45 3003	Gp0007953	Ga0014984	18000	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H7 1044	Gp0009731	Ga0015771	18778	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H7 1212	Gp0009732	Ga0015772	18779	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H7 EC4024	Gp0001984	Ga0028755		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H7 EC4042	Gp0001985	Ga0024039	35388	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H7 EC4045	Gp0001986	Ga0024040	35389	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H7 EC4076	Gp0001987	Ga0028756		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H7 EC4113	Gp0001988	Ga0028757		Human intestinal microflora
Bacteria	Finished	Escherichia coli O157:H7 EC4115	Gp0001989	Ga0028758		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H7 EC4196	Gp0001990	Ga0028759		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H7 EC4206	Gp0001991	Ga0024041	35390	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H7 EC4401	Gp0003562	Ga0028760		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H7 EC4486	Gp0003563	Ga0028761		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H7 EC4501	Gp0003564	Ga0028762		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H7 EC508	Gp0003639	Ga0028763		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H7 EC869	Gp0003565	Ga0028764		Human intestinal microflora
Bacteria	Finished	Escherichia coli O157:H7 EDL933 (EHEC)	Gp0000745	Ga0028754		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H7 FRIK966	Gp0004205	Ga0028766		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O157:H7 G5101	Gp0009841	Ga0013915	16916	Human intestinal microflora
Bacteria	Finished	Escherichia coli O157:H7 Sakai (EHEC)	Gp0000742	Ga0028767		Human intestinal microflora
Bacteria	Finished	Escherichia coli O157:H7 TW14359	Gp0003932	Ga0028768		Human intestinal microflora
Bacteria	Finished	Escherichia coli O17:K52:H18 UMN026	Gp0001404	Ga0028782		Human intestinal microflora
Bacteria	Finished	Escherichia coli O18:K1:H7 IHE3034	Gp0006729	Ga0028726		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O26:H11 900105 (10e)	Gp0007956	Ga0016253	19258	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O26:H11 H30	Gp0008250	Ga0019750	23841	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O2:H- 9.1649	Gp0008130	Ga0019753	23844	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O2:H4 1.2741	Gp0007923	Ga0015126	18126	Human intestinal microflora
Bacteria	Finished	Escherichia coli O44:H18 042 (EAEC)	Gp0001422	Ga0028690		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O45:H2 95.0941	Gp0008126	Ga0019751	23842	Human intestinal microflora
Bacteria	Finished	Escherichia coli O45:K1 S88	Gp0001406	Ga0028773		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O55:H7 3256-97 TW 07815	Gp0009910	Ga0013911	16912	Human intestinal microflora
Bacteria	Finished	Escherichia coli O55:H7 CB9615	Gp0006416	Ga0028771		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O55:H7 LSU-61	Gp0009936	Ga0013910	16911	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O55:H7 USDA 5905	Gp0009911	Ga0013912	16913	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O5:H- 97.0246	Gp0008248	Ga0015125	18125	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O76:H- 1.2264	Gp0007952	Ga0016498	19503	Human intestinal microflora
Bacteria	Finished	Escherichia coli O7:K1 CE10	Gp0010560	Ga0009491	7576	Human intestinal microflora
Bacteria	Finished	Escherichia coli O81 ED1a	Gp0001405	Ga0028716		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O88:H25 97.0264	Gp0008251	Ga0019752	23843	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O8:H- 5.0588	Gp0008249	Ga0015124	18124	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O91:H- 99.0741	Gp0008253	Ga0016501	19506	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli O91:H21 96.0497	Gp0008252	Ga0016497	19502	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli OP50	Gp0005946	Ga0019706	23795	Human intestinal microflora
Bacteria	Finished	Escherichia coli P12b	Gp0008833	Ga0009604	8691	Human intestinal microflora
Bacteria	Finished	Escherichia coli SE11	Gp0005495	Ga0028774		Human intestinal microflora
Bacteria	Finished	Escherichia coli SECEC SMS-3-5	Gp0001982	Ga0028776		Human intestinal microflora
Bacteria	Finished	Escherichia coli ST2747	Gp0101266	Ga0054588	79042	Human gastrointestinal tract
Bacteria	Permanent Draft	Escherichia coli STEC_7v	Gp0007877	Ga0015610	18615	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli STEC_94C	Gp0007876	Ga0015609	18614	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli STEC_B2F1	Gp0007667	Ga0015608	18613	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli STEC_C165-02	Gp0007875	Ga0015607	18612	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli STEC_DG131-3	Gp0007666	Ga0015606	18611	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli STEC_EH250	Gp0007665	Ga0014180	17185	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli STEC_H.1.8	Gp0007664	Ga0014181	17186	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli STEC_MHI813	Gp0007663	Ga0014177	17182	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli STEC_O31	Gp0007878	Ga0015612	18617	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli STEC_S1191	Gp0007662	Ga0016481	19486	Human intestinal microflora
Bacteria	Finished	Escherichia coli sv. O139:H28 E24377A (ETEC)	Gp0000061	Ga0028715		Human intestinal microflora
Bacteria	Finished	Escherichia coli sv. O1:K1:H7 APEC	Gp0000219	Ga0028698		Human intestinal microflora
Bacteria	Finished	Escherichia coli sv. O6:K15:H31 536	Gp0000326	Ga0028694		Human intestinal microflora
Bacteria	Finished	Escherichia coli sv. O6:K2:H1 CFT073	Gp0000663	Ga0028710		Human intestinal microflora
Bacteria	Finished	Escherichia coli sv. O9 HS	Gp0000062	Ga0028723		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli TA007	Gp0007153	Ga0016288	19293	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli TA124	Gp0007052	Ga0015102	18102	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli TA143	Gp0007054	Ga0028777		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli TA206	Gp0007057	Ga0028778		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli TA271	Gp0007156	Ga0028779		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli TA280	Gp0007093	Ga0028780		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli TW10509	Gp0007095	Ga0014501	17507	Human intestinal microflora
Bacteria	Finished	Escherichia coli UMNK88	Gp0006580	Ga0023972	35290	Human intestinal microflora
Bacteria	Finished	Escherichia coli UTI89 (UPEC)	Gp0000370	Ga0028784		Human intestinal microflora
Bacteria	Finished	Escherichia coli VR50	Gp0009830	Ga0072453	70457	Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli W	Gp0006462	Ga0024900	5713	Human intestinal microflora
Bacteria	Finished	"Escherichia coli W, ATCC 9637"	Gp0009874	Ga0012281	12724	Human intestinal microflora
Bacteria	Finished	"Escherichia coli W, ATCC 9637"	Gp0007699	Ga0028785		Human intestinal microflora
Bacteria	Permanent Draft	Escherichia coli WV_060327	Gp0009687	Ga0015260	18263	Human intestinal microflora
Bacteria	Finished	Escherichia coli Xuzhou21	Gp0006907	Ga0009610	8724	Human intestinal microflora
Bacteria	Permanent Draft	Eubacterium hallii DSM 3353	Gp0000910	Ga0028797		Human intestinal microflora
Bacteria	Permanent Draft	Eubacterium siraeum DSM 15702	Gp0001160	Ga0028805		Human feces
Bacteria	Permanent Draft	Eubacterium siraeum DSM 15702	Gp0013434	Ga0000333	12259	Human feces
Bacteria	Permanent Draft	Eubacterium ventriosum ATCC 27560	Gp0000913	Ga0028807		Human intestinal microflora
Bacteria	Permanent Draft	Faecalibacterium prausnitzii A2-165	Gp0000914	Ga0028813		Human intestinal microflora
Bacteria	Permanent Draft	Faecalibacterium prausnitzii M21/2	Gp0000915	Ga0028815		Human intestinal microflora
Bacteria	Permanent Draft	Flavonifractor plautii ATCC 29863	Gp0000911	Ga0009641	8775	Human intestinal microflora
Bacteria	Permanent Draft	Fusobacterium necrophorum funduliforme 1_1_36S	Gp0006779	Ga0009683	8825	Human intestinal microflora
Bacteria	Permanent Draft	Gardnerella vaginalis ATCC 14018	Gp0001480	Ga0028887		Human intestinal microflora
Bacteria	Permanent Draft	Gastranaerophilus phascolarctosicola (Zagget bin 221)	Gp0036050	Ga0012743	13725	Human fecal
Bacteria	Finished	"Gordonibacter pamelaeae 7-10-1-bT, DSM 19378"	Gp0005106	Ga0028931		Human intestinal microflora
*Microbiome	Permanent Draft	Gut Microbiota of 1 Month Old Human Infant	Gp0051000	Ga0010611	689	Human fecal
*Microbiome	Permanent Draft	Gut Microbiota of 1 Month Old Human Infant	Gp0051000	Ga0010612	713	Human fecal
*Microbiome	Permanent Draft	Gut Microbiota of 1 Month Old Human Infant (Metafolded sample)	Gp0051000	Ga0010610	846	Human fecal
Bacteria	Permanent Draft	Haemophilus parainfluenzae CCUG 13788	Gp0011280	Ga0009663	8798	Human intestinal microflora
Bacteria	Permanent Draft	Holdemanella biformis DSM 3989	Gp0003536	Ga0028793		Human intestinal microflora
*Microbiome	Permanent Draft	Human fecal ecosystem from the Genome Institute of Singapore - Sample 2	Gp0051094	Ga0051057	45554	Human fecal
*Microbiome	Permanent Draft	Human fecal microbial communities from the Genome Institute of Singapore - Sample 3	Gp0051095	Ga0051058	45555	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from the University of Tokyo - healthy human sample F1-S, Adult, Male"	Gp0051009	Ga0051044	16344	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from the University of Tokyo - healthy human sample F1-T, Adult, Female (Healthy human gut microbiome - Hu-FT)"	Gp0051010	Ga0051045	15809	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from the University of Tokyo - healthy human sample F1-U, Infant, Female (Healthy human gut microbiome - Hu-FU)"	Gp0051011	Ga0051046	15810	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from the University of Tokyo - healthy human sample F2-V, Adult, Male (Healthy human gut microbiome - Hu-FV)"	Gp0051013	Ga0051048	15812	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from the University of Tokyo - healthy human sample F2-W, Adult, Female"	Gp0051014	Ga0051049	15813	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from the University of Tokyo - healthy human sample F2-X, Child, Male"	Gp0051015	Ga0051050	15824	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from the University of Tokyo - healthy human sample F2-Y, Child, Female (Healthy human gut microbiome - Hu-FY)"	Gp0051016	Ga0051051	15825	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from the University of Tokyo - healthy human sample In-A, Adult, Male (Healthy human gut microbiome - Hu-FA)"	Gp0051004	Ga0051039	15220	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from the University of Tokyo - healthy human sample In-B, Infant, Male (Healthy human gut microbiome - InDA)"	Gp0051005	Ga0051040	15826	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from the University of Tokyo - healthy human sample In-D, Adult, Male (Healthy human gut microbiome - Hu-FD)"	Gp0051006	Ga0051041	15254	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from the University of Tokyo - healthy human sample In-E, Infant, Male (Healthy human gut microbiome - InEA)"	Gp0051007	Ga0051042	15827	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from the University of Tokyo - healthy human sample In-M, Infant, Female (Healthy human gut microbiome - Hu-FM)"	Gp0051008	Ga0051043	15255	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from the University of Tokyo - healthy human sample In-R, Adult, Male (Healthy human gut microbiome - Hu-FR)"	Gp0051012	Ga0051047	15680	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP01-I1"	Gp0085080	Ga0022987	29666	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP01-I2"	Gp0085093	Ga0022990	29694	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP01-I3"	Gp0085102	Ga0023021	29703	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP01-I4"	Gp0085115	Ga0022239	29935	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP01-I5"	Gp0085128	Ga0022237	29948	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP01-MA"	Gp0085053	Ga0022176	29553	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP01-MB"	Gp0085067	Ga0022201	29566	Human fecal
*Microbiome	Permanent Draft	"Human fecal microbial communities from Valencia, Spain, of mother-infant pairs - MIP02-I1"	Gp0085081	Ga0022991	29667	Human fecal
